MODEL_NAME,DT_MEASURE,dt_workday,rod_dia1_diam,rod_dia1_cirlty,rod_dia1_perp,rod_dia1_cylcty,rod_dia2_y,rod_dia2_x,rod_dia2_diam,rod_dia2_dist,rod_bhpl_y,rod_bhpl_z,rod_bhpl_diam,rod_bhpr_z,rod_bhpr_diam,rod_bhpr_y,rod_bhpr_dist,rod_lr_symm,rod_cap_hl,rod_cap_hr,rod_phpl_y1,rod_phpl_z1,rod_phpl_y2,rod_phpl_z2,rod_phpl_diam,rod_phpr_y1,rod_phpr_z1,rod_phpr_y2,rod_phpr_z2,rod_phpr_diam,cap_dia2_y,cap_dia2_z,cap_dia2_x,cap_dia2_diam,cap_bhpr_y,cap_bhpr_z,cap_bhpr_diam,cap_bhpr_perp,cap_bhpl_z,cap_bhpl_y,cap_bhpl_diam,cap_bhpl_perp,cap_lr_symm,cap_phpr_y1,cap_phpr_z1,cap_phpr_y2,cap_phpr_z2,cap_phpr_diam,cap_phpl_y1,cap_phpl_z1,cap_phpl_y2,cap_phpl_z2,cap_phpl_diam,cap_rod_hl,cap_rod_hr,test_result
262,2021-10-26 14:42,2021-10-26,48.6048,0.0196,0.0022,0.0198,59.5676,200.8961,74.1831,231.9749,12.6469,-20.4179,12.566,-20.4447,12.5277,93.9479,0,0.0532,199.0989,199.1048,12.6023,-33.4978,0.0446,13.0799,5.9903,94.0182,26.0034,0.0256,12.9504,5.9949,-59.6071,34.0016,0,74.1768,-12.5937,-20.3486,14.519,0,-20.3385,94.0129,14.5185,0,0.0069,-12.5802,-33.3676,0.0135,13.019,5.9971,94.0341,26.0014,0.0077,12.9723,5.9948,36.0354,36.006,NG
262,2021-10-26 14:45,2021-10-26,48.6127,0.0017,0.002,0.0025,59.5681,200.9035,74.1845,231.9834,12.6496,-20.4181,12.5668,-20.4423,12.5274,93.9475,0,0.0552,199.1045,199.1113,12.6044,-33.4998,0.0452,13.0817,5.9947,94.0151,26.0079,0.0225,12.9504,5.996,-59.6065,34.0002,0,74.173,-12.5932,-20.3478,14.5199,0,-20.3382,94.013,14.5196,0,0.0067,-12.5803,-33.3387,0.013,12.9909,5.9685,94.034,25.9715,0.008,12.971,5.9959,36.0348,36.0059,NG
262,2021-10-26 14:50,2021-10-26,48.6126,0.0015,0.0025,0.0021,59.5679,200.9041,74.1834,231.984,12.6493,-20.4158,12.5668,-20.4419,12.5276,93.9471,0,0.055,199.1061,199.1124,12.6042,-33.4696,0.0452,13.0538,5.9678,94.0155,26.0045,0.0232,12.9769,5.9692,-59.6074,34.0002,0,74.175,-12.5937,-20.3349,14.5079,0,-20.3197,94.0128,14.5013,0,0.0074,-12.5803,-33.3457,0.0133,13.0108,5.9755,94.0349,26.0053,0.0088,12.9793,5.97,36.0354,36.006,NG
262,2021-10-26 14:55,2021-10-26,48.6133,0.002,0.0023,0.0026,59.5665,200.9049,74.1874,231.9849,12.649,-20.4161,12.567,-20.4419,12.5279,93.9468,0,0.0558,199.1049,199.1106,12.6038,-33.4801,0.0452,13.064,5.9739,94.0153,26.0065,0.0234,12.9683,5.9771,-59.6065,33.9989,0,74.174,-12.5933,-20.343,14.5166,0,-20.3252,94.0121,14.5085,0,0.0072,-12.5801,-33.351,0.0132,13.008,5.9794,94.0337,26.0062,0.0084,12.9803,5.9758,36.0339,36.0063,NG
262,2021-10-26 15:00,2021-10-26,48.6126,0.0037,0.0059,0.0037,59.6416,200.9309,74.1802,232.0151,12.6446,-20.3627,12.5607,-20.4919,12.5373,93.9358,0,0.0291,199.0999,199.1485,12.5999,-33.4191,0.0447,13.0564,5.9789,94.009,26.034,0.0286,13.1068,5.9859,-59.5752,34.0063,0,74.164,-12.6386,-20.3842,14.5173,0,-20.326,93.9801,14.5167,0,0.0534,-12.6056,-33.3768,0.033,12.9925,5.9964,94.0117,26.016,0.0014,12.9653,5.9865,36.0589,36.0385,NG
262,2021-10-26 15:05,2021-10-26,48.6121,0.0021,0.0052,0.0032,59.5863,200.8946,74.1891,231.9731,12.5719,-20.3949,12.568,-20.4754,12.5213,94.0067,0,0.0111,199.1064,199.1221,12.5932,-33.37,0.0213,12.9751,5.992,94.0249,25.9666,0.0395,13.072,5.9962,-59.6084,34.0107,0,74.1719,-12.6155,-20.3687,14.5039,0,-20.3439,93.9721,14.5159,0,0.0069,-12.5966,-33.3764,0.0189,13.0077,5.997,94.0289,26.005,0.0379,12.9725,5.9954,35.9427,35.9236,NG
262,2021-10-26 15:17,2021-10-26,48.6119,0.002,0.0025,0.0022,59.5691,200.9051,74.1888,231.9852,12.6502,-20.4158,12.5666,-20.4427,12.5277,93.9466,0,0.0544,199.1056,199.1102,12.6056,-33.4992,0.0446,13.0834,5.9938,94.0152,26.0068,0.024,12.9503,5.9971,-59.6065,34.0002,0,74.1757,-12.5939,-20.3519,14.5196,0,-20.3382,94.0129,14.5193,0,0.0062,-12.5808,-33.3726,0.0131,13.0207,5.9967,94.0332,26.0068,0.0072,12.9724,5.9953,36.0446,36.0063,NG
262,2021-10-26 15:21,2021-10-26,48.6122,0.0037,0.0071,0.0051,59.5707,200.9117,74.1752,231.9929,12.6618,-20.3523,12.5699,-20.4841,12.5259,93.964,0,0.0731,199.0803,199.0602,12.5997,-33.4582,0.0621,13.1059,5.9955,94.0518,25.907,0.0257,12.9329,5.9957,-59.5932,33.9876,0,74.1713,-12.5765,-20.4029,14.5182,0,-20.3765,94.0125,14.5176,0,0.0104,-12.5678,-33.413,0.0087,13.0101,5.9981,94.0162,26.0137,0.005,12.9772,5.9966,36.0288,36.0102,NG
262,2021-10-26 16:50,2021-10-26,48.6195,0.0035,0.0025,0.0041,59.5664,200.9014,74.1817,231.9809,12.6632,-20.3523,12.5636,-20.4372,12.5406,93.9433,0,0.0685,199.084,199.0758,12.6113,-33.4665,0.0519,13.1142,5.9968,94.0204,25.9636,0.0252,12.9342,5.9946,-59.6011,34.0003,0,74.1726,-12.5672,-20.4135,14.5561,0,-20.3729,94.0012,14.5512,0,0.0333,-12.5748,-33.4073,0.0076,12.9938,5.997,94.0015,25.9986,0.008,12.9642,5.997,35.9689,35.9579,NG
262,2021-10-26 17:09,2021-10-26,48.607,0.0309,0.0026,0.0309,59.646,200.9178,74.1904,231.9999,12.6936,-20.3505,12.5565,-20.4265,12.5456,93.8886,0,0.0081,199.1083,199.1421,12.6029,-33.441,0.0907,13.0905,5.996,94.0202,26.0385,0.0409,13.024,5.9949,-59.5758,34.0158,0,74.168,-12.5988,-20.4221,14.5519,0,-20.3759,94.0036,14.5513,0,0.0247,-12.5997,-33.3994,0.0009,12.9773,5.995,94.0139,26.0075,0.0112,12.984,5.9946,36.008,35.9872,NG
