fanuc_doosan_id,process_no,product_id,dt_start,dt_end,dt_change_tool,dt_workday
6272,40,6,2021-09-08 23:18,2021-09-08 23:23,0000-00-00 00:00:00,2021-09-08
6273,50,6,2021-09-08 23:19,2021-09-08 23:24,0000-00-00 00:00:00,2021-09-08
6274,90,6,2021-09-08 23:20,2021-09-08 23:25,0000-00-00 00:00:00,2021-09-08
6275,20,6,2021-09-08 23:14,2021-09-08 23:30,0000-00-00 00:00:00,2021-09-08
6276,90,6,2021-09-08 23:25,2021-09-08 23:30,0000-00-00 00:00:00,2021-09-08
6277,40,6,2021-09-08 23:23,2021-09-08 23:32,0000-00-00 00:00:00,2021-09-08
6278,30,6,2021-09-08 23:20,2021-09-08 23:33,0000-00-00 00:00:00,2021-09-08
6279,50,6,2021-09-08 23:24,2021-09-08 23:33,0000-00-00 00:00:00,2021-09-08
6280,20,6,2021-09-08 23:30,2021-09-08 23:35,0000-00-00 00:00:00,2021-09-08
6281,90,6,2021-09-08 23:30,2021-09-08 23:36,0000-00-00 00:00:00,2021-09-08
6282,30,6,2021-09-08 23:33,2021-09-08 23:37,0000-00-00 00:00:00,2021-09-08
6283,40,6,2021-09-08 23:32,2021-09-08 23:38,0000-00-00 00:00:00,2021-09-08
6284,50,6,2021-09-08 23:33,2021-09-08 23:39,0000-00-00 00:00:00,2021-09-08
6285,20,6,2021-09-08 23:35,2021-09-08 23:39,0000-00-00 00:00:00,2021-09-08
6286,30,6,2021-09-08 23:37,2021-09-08 23:41,0000-00-00 00:00:00,2021-09-08
6287,90,6,2021-09-08 23:36,2021-09-08 23:41,0000-00-00 00:00:00,2021-09-08
6288,40,6,2021-09-08 23:38,2021-09-08 23:43,0000-00-00 00:00:00,2021-09-08
6289,50,6,2021-09-08 23:39,2021-09-08 23:44,0000-00-00 00:00:00,2021-09-08
6290,20,6,2021-09-08 23:40,2021-09-08 23:44,0000-00-00 00:00:00,2021-09-08
6291,30,6,2021-09-08 23:41,2021-09-08 23:44,0000-00-00 00:00:00,2021-09-08
6292,90,6,2021-09-08 23:41,2021-09-08 23:46,0000-00-00 00:00:00,2021-09-08
6293,40,6,2021-09-08 23:43,2021-09-08 23:48,0000-00-00 00:00:00,2021-09-08
6294,30,6,2021-09-08 23:44,2021-09-08 23:48,0000-00-00 00:00:00,2021-09-08
6295,20,6,2021-09-08 23:44,2021-09-08 23:48,0000-00-00 00:00:00,2021-09-08
6296,50,6,2021-09-08 23:44,2021-09-08 23:49,0000-00-00 00:00:00,2021-09-08
6297,90,6,2021-09-08 23:46,2021-09-08 23:52,0000-00-00 00:00:00,2021-09-08
6298,30,6,2021-09-08 23:48,2021-09-08 23:52,0000-00-00 00:00:00,2021-09-08
6299,20,6,2021-09-08 23:48,2021-09-08 23:52,0000-00-00 00:00:00,2021-09-08
6300,40,6,2021-09-08 23:48,2021-09-08 23:53,0000-00-00 00:00:00,2021-09-08
6301,50,6,2021-09-08 23:49,2021-09-08 23:54,0000-00-00 00:00:00,2021-09-08
6302,30,6,2021-09-08 23:52,2021-09-08 23:56,0000-00-00 00:00:00,2021-09-08
6303,90,6,2021-09-08 23:52,2021-09-08 23:57,0000-00-00 00:00:00,2021-09-08
6304,20,6,2021-09-08 23:52,2021-09-08 23:58,0000-00-00 00:00:00,2021-09-08
6305,40,6,2021-09-08 23:53,2021-09-08 23:58,0000-00-00 00:00:00,2021-09-08
6306,50,6,2021-09-08 23:54,2021-09-08 23:59,0000-00-00 00:00:00,2021-09-08
6307,20,6,2021-09-08 23:58,2021-09-09 0:02,0000-00-00 00:00:00,2021-09-08
6308,90,6,2021-09-08 23:57,2021-09-09 0:02,0000-00-00 00:00:00,2021-09-08
6309,40,6,2021-09-08 23:58,2021-09-09 0:04,0000-00-00 00:00:00,2021-09-08
6310,30,6,2021-09-08 23:56,2021-09-09 0:04,0000-00-00 00:00:00,2021-09-08
6311,50,6,2021-09-08 23:59,2021-09-09 0:04,0000-00-00 00:00:00,2021-09-08
6312,20,6,2021-09-09 0:02,2021-09-09 0:06,0000-00-00 00:00:00,2021-09-08
6313,30,6,2021-09-09 0:04,2021-09-09 0:07,0000-00-00 00:00:00,2021-09-08
6314,90,6,2021-09-09 0:02,2021-09-09 0:07,0000-00-00 00:00:00,2021-09-08
6315,40,6,2021-09-09 0:04,2021-09-09 0:09,0000-00-00 00:00:00,2021-09-08
6316,90,6,2021-09-09 0:08,2021-09-09 0:13,0000-00-00 00:00:00,2021-09-08
6317,50,6,2021-09-09 0:11,2021-09-09 0:16,0000-00-00 00:00:00,2021-09-08
6318,20,6,2021-09-09 0:06,2021-09-09 0:18,0000-00-00 00:00:00,2021-09-08
6319,90,6,2021-09-09 0:13,2021-09-09 0:18,0000-00-00 00:00:00,2021-09-08
6320,40,6,2021-09-09 0:16,2021-09-09 0:24,0000-00-00 00:00:00,2021-09-08
6321,90,6,2021-09-09 0:19,2021-09-09 0:24,0000-00-00 00:00:00,2021-09-08
6322,30,6,2021-09-09 0:07,2021-09-09 0:25,0000-00-00 00:00:00,2021-09-08
6323,20,6,2021-09-09 0:18,2021-09-09 0:25,0000-00-00 00:00:00,2021-09-08
6324,50,6,2021-09-09 0:17,2021-09-09 0:26,0000-00-00 00:00:00,2021-09-08
6325,30,6,2021-09-09 0:25,2021-09-09 0:28,0000-00-00 00:00:00,2021-09-08
6326,90,6,2021-09-09 0:24,2021-09-09 0:29,0000-00-00 00:00:00,2021-09-08
6327,40,6,2021-09-09 0:24,2021-09-09 0:30,0000-00-00 00:00:00,2021-09-08
6328,20,6,2021-09-09 0:25,2021-09-09 0:30,0000-00-00 00:00:00,2021-09-08
6329,50,6,2021-09-09 0:26,2021-09-09 0:31,0000-00-00 00:00:00,2021-09-08
6330,90,6,2021-09-09 0:29,2021-09-09 0:35,0000-00-00 00:00:00,2021-09-08
6331,40,6,2021-09-09 0:30,2021-09-09 0:35,0000-00-00 00:00:00,2021-09-08
6332,90,6,2021-09-09 0:35,2021-09-09 0:40,0000-00-00 00:00:00,2021-09-08
6333,30,6,2021-09-09 0:28,2021-09-09 0:41,0000-00-00 00:00:00,2021-09-08
6334,90,6,2021-09-09 0:40,2021-09-09 0:45,0000-00-00 00:00:00,2021-09-08
6335,50,6,2021-09-09 0:31,2021-09-09 0:45,0000-00-00 00:00:00,2021-09-08
6336,40,6,2021-09-09 0:35,2021-09-09 0:46,0000-00-00 00:00:00,2021-09-08
6337,30,6,2021-09-09 0:41,2021-09-09 0:48,0000-00-00 00:00:00,2021-09-08
6338,20,6,2021-09-09 0:30,2021-09-09 0:49,0000-00-00 00:00:00,2021-09-08
6339,50,6,2021-09-09 0:45,2021-09-09 0:49,0000-00-00 00:00:00,2021-09-08
6340,90,6,2021-09-09 0:45,2021-09-09 0:51,0000-00-00 00:00:00,2021-09-08
6341,30,6,2021-09-09 0:49,2021-09-09 0:52,0000-00-00 00:00:00,2021-09-08
6342,40,6,2021-09-09 0:46,2021-09-09 0:52,0000-00-00 00:00:00,2021-09-08
6343,20,6,2021-09-09 0:49,2021-09-09 0:53,0000-00-00 00:00:00,2021-09-08
6344,50,6,2021-09-09 0:49,2021-09-09 0:54,0000-00-00 00:00:00,2021-09-08
6345,30,6,2021-09-09 0:52,2021-09-09 0:56,0000-00-00 00:00:00,2021-09-08
6346,90,6,2021-09-09 0:51,2021-09-09 0:56,0000-00-00 00:00:00,2021-09-08
6347,20,6,2021-09-09 0:53,2021-09-09 0:57,0000-00-00 00:00:00,2021-09-08
6348,40,6,2021-09-09 0:52,2021-09-09 0:57,0000-00-00 00:00:00,2021-09-08
6349,50,6,2021-09-09 0:54,2021-09-09 0:58,0000-00-00 00:00:00,2021-09-08
6350,90,6,2021-09-09 0:56,2021-09-09 1:01,0000-00-00 00:00:00,2021-09-08
6351,20,6,2021-09-09 0:57,2021-09-09 1:02,0000-00-00 00:00:00,2021-09-08
6352,30,6,2021-09-09 0:56,2021-09-09 1:02,0000-00-00 00:00:00,2021-09-08
6353,40,6,2021-09-09 0:57,2021-09-09 1:03,0000-00-00 00:00:00,2021-09-08
6354,50,6,2021-09-09 0:58,2021-09-09 1:05,0000-00-00 00:00:00,2021-09-08
6355,20,6,2021-09-09 1:02,2021-09-09 1:06,0000-00-00 00:00:00,2021-09-08
6356,90,6,2021-09-09 1:01,2021-09-09 1:06,0000-00-00 00:00:00,2021-09-08
6357,30,6,2021-09-09 1:03,2021-09-09 1:07,0000-00-00 00:00:00,2021-09-08
6358,40,6,2021-09-09 1:03,2021-09-09 1:08,0000-00-00 00:00:00,2021-09-08
6359,50,6,2021-09-09 1:05,2021-09-09 1:09,0000-00-00 00:00:00,2021-09-08
6360,20,6,2021-09-09 1:06,2021-09-09 1:10,0000-00-00 00:00:00,2021-09-08
6361,90,6,2021-09-09 1:07,2021-09-09 1:12,0000-00-00 00:00:00,2021-09-08
6362,50,6,2021-09-09 1:09,2021-09-09 1:14,0000-00-00 00:00:00,2021-09-08
6363,90,6,2021-09-09 1:12,2021-09-09 1:17,0000-00-00 00:00:00,2021-09-08
6364,30,6,2021-09-09 1:11,2021-09-09 1:17,0000-00-00 00:00:00,2021-09-08
6365,20,6,2021-09-09 1:10,2021-09-09 1:18,0000-00-00 00:00:00,2021-09-08
6366,40,6,2021-09-09 1:08,2021-09-09 1:20,0000-00-00 00:00:00,2021-09-08
6367,30,6,2021-09-09 1:17,2021-09-09 1:21,0000-00-00 00:00:00,2021-09-08
6368,90,6,2021-09-09 1:17,2021-09-09 1:22,0000-00-00 00:00:00,2021-09-08
6369,20,6,2021-09-09 1:18,2021-09-09 1:27,0000-00-00 00:00:00,2021-09-08
6370,40,6,2021-09-09 1:22,2021-09-09 1:27,0000-00-00 00:00:00,2021-09-08
6371,90,6,2021-09-09 1:22,2021-09-09 1:28,0000-00-00 00:00:00,2021-09-08
6372,50,6,2021-09-09 1:14,2021-09-09 1:33,0000-00-00 00:00:00,2021-09-08
6373,90,6,2021-09-09 1:28,2021-09-09 1:33,0000-00-00 00:00:00,2021-09-08
6374,30,6,2021-09-09 1:21,2021-09-09 1:34,0000-00-00 00:00:00,2021-09-08
6375,40,6,2021-09-09 1:27,2021-09-09 1:36,0000-00-00 00:00:00,2021-09-08
6376,20,6,2021-09-09 1:27,2021-09-09 1:36,0000-00-00 00:00:00,2021-09-08
6377,50,6,2021-09-09 1:33,2021-09-09 1:37,0000-00-00 00:00:00,2021-09-08
6378,90,6,2021-09-09 1:33,2021-09-09 1:38,0000-00-00 00:00:00,2021-09-08
6379,30,6,2021-09-09 1:34,2021-09-09 1:39,0000-00-00 00:00:00,2021-09-08
6380,40,6,2021-09-09 1:36,2021-09-09 1:41,0000-00-00 00:00:00,2021-09-08
6381,50,6,2021-09-09 1:37,2021-09-09 1:42,0000-00-00 00:00:00,2021-09-08
6382,90,6,2021-09-09 1:38,2021-09-09 1:44,0000-00-00 00:00:00,2021-09-08
6383,30,6,2021-09-09 1:39,2021-09-09 1:44,0000-00-00 00:00:00,2021-09-08
6384,40,6,2021-09-09 1:41,2021-09-09 1:46,0000-00-00 00:00:00,2021-09-08
6385,20,6,2021-09-09 1:42,2021-09-09 1:46,0000-00-00 00:00:00,2021-09-08
6386,50,6,2021-09-09 1:42,2021-09-09 1:47,0000-00-00 00:00:00,2021-09-08
6387,90,6,2021-09-09 1:44,2021-09-09 1:49,0000-00-00 00:00:00,2021-09-08
6388,20,6,2021-09-09 1:46,2021-09-09 1:51,0000-00-00 00:00:00,2021-09-08
6389,40,6,2021-09-09 1:46,2021-09-09 1:51,0000-00-00 00:00:00,2021-09-08
6390,50,6,2021-09-09 1:47,2021-09-09 1:52,0000-00-00 00:00:00,2021-09-08
6391,90,6,2021-09-09 1:49,2021-09-09 1:54,0000-00-00 00:00:00,2021-09-08
6392,30,6,2021-09-09 1:44,2021-09-09 1:55,0000-00-00 00:00:00,2021-09-08
6393,20,6,2021-09-09 1:51,2021-09-09 1:55,0000-00-00 00:00:00,2021-09-08
6394,40,6,2021-09-09 1:51,2021-09-09 1:56,0000-00-00 00:00:00,2021-09-08
6395,50,6,2021-09-09 1:52,2021-09-09 1:57,0000-00-00 00:00:00,2021-09-08
6396,20,6,2021-09-09 1:55,2021-09-09 2:00,0000-00-00 00:00:00,2021-09-08
6397,40,6,2021-09-09 1:56,2021-09-09 2:02,0000-00-00 00:00:00,2021-09-08
6398,30,6,2021-09-09 1:55,2021-09-09 2:03,0000-00-00 00:00:00,2021-09-08
6399,90,6,2021-09-09 1:54,2021-09-09 2:05,0000-00-00 00:00:00,2021-09-08
6400,50,6,2021-09-09 1:57,2021-09-09 2:05,0000-00-00 00:00:00,2021-09-08
6401,20,6,2021-09-09 2:00,2021-09-09 2:05,0000-00-00 00:00:00,2021-09-08
6402,30,6,2021-09-09 2:03,2021-09-09 2:07,0000-00-00 00:00:00,2021-09-08
6403,40,6,2021-09-09 2:02,2021-09-09 2:08,0000-00-00 00:00:00,2021-09-08
6404,50,6,2021-09-09 2:05,2021-09-09 2:09,0000-00-00 00:00:00,2021-09-08
6405,20,6,2021-09-09 2:05,2021-09-09 2:09,0000-00-00 00:00:00,2021-09-08
6406,90,6,2021-09-09 2:05,2021-09-09 2:10,0000-00-00 00:00:00,2021-09-08
6407,30,6,2021-09-09 2:07,2021-09-09 2:11,0000-00-00 00:00:00,2021-09-08
6408,40,6,2021-09-09 2:08,2021-09-09 2:13,0000-00-00 00:00:00,2021-09-08
6409,50,6,2021-09-09 2:09,2021-09-09 2:14,0000-00-00 00:00:00,2021-09-08
6410,90,6,2021-09-09 2:10,2021-09-09 2:16,0000-00-00 00:00:00,2021-09-08
6411,20,6,2021-09-09 2:09,2021-09-09 2:18,0000-00-00 00:00:00,2021-09-08
6412,40,6,2021-09-09 2:13,2021-09-09 2:18,0000-00-00 00:00:00,2021-09-08
6413,30,6,2021-09-09 2:14,2021-09-09 2:20,0000-00-00 00:00:00,2021-09-08
6414,50,6,2021-09-09 2:14,2021-09-09 2:21,0000-00-00 00:00:00,2021-09-08
6415,90,6,2021-09-09 2:16,2021-09-09 2:22,0000-00-00 00:00:00,2021-09-08
6416,20,6,2021-09-09 2:18,2021-09-09 2:23,0000-00-00 00:00:00,2021-09-08
6417,30,6,2021-09-09 2:20,2021-09-09 2:24,0000-00-00 00:00:00,2021-09-08
6418,40,6,2021-09-09 2:18,2021-09-09 2:24,0000-00-00 00:00:00,2021-09-08
6419,50,6,2021-09-09 2:21,2021-09-09 2:25,0000-00-00 00:00:00,2021-09-08
6420,20,6,2021-09-09 2:23,2021-09-09 2:27,0000-00-00 00:00:00,2021-09-08
6421,90,6,2021-09-09 2:22,2021-09-09 2:27,0000-00-00 00:00:00,2021-09-08
6422,30,6,2021-09-09 2:24,2021-09-09 2:28,0000-00-00 00:00:00,2021-09-08
6423,40,6,2021-09-09 2:24,2021-09-09 2:29,0000-00-00 00:00:00,2021-09-08
6424,50,6,2021-09-09 2:25,2021-09-09 2:31,0000-00-00 00:00:00,2021-09-08
6425,20,6,2021-09-09 2:27,2021-09-09 2:31,0000-00-00 00:00:00,2021-09-08
6426,90,6,2021-09-09 2:27,2021-09-09 2:32,0000-00-00 00:00:00,2021-09-08
6427,30,6,2021-09-09 2:28,2021-09-09 2:32,0000-00-00 00:00:00,2021-09-08
6428,40,6,2021-09-09 2:29,2021-09-09 2:34,0000-00-00 00:00:00,2021-09-08
6429,50,6,2021-09-09 2:31,2021-09-09 2:35,0000-00-00 00:00:00,2021-09-08
6430,20,6,2021-09-09 2:31,2021-09-09 2:35,0000-00-00 00:00:00,2021-09-08
6431,30,6,2021-09-09 2:32,2021-09-09 2:37,0000-00-00 00:00:00,2021-09-08
6432,90,6,2021-09-09 2:32,2021-09-09 2:38,0000-00-00 00:00:00,2021-09-08
6433,40,6,2021-09-09 2:34,2021-09-09 2:39,0000-00-00 00:00:00,2021-09-08
6434,90,6,2021-09-09 2:38,2021-09-09 2:43,0000-00-00 00:00:00,2021-09-08
6435,50,6,2021-09-09 2:40,2021-09-09 2:47,0000-00-00 00:00:00,2021-09-08
6436,90,6,2021-09-09 2:43,2021-09-09 2:48,0000-00-00 00:00:00,2021-09-08
6437,30,6,2021-09-09 2:37,2021-09-09 2:48,0000-00-00 00:00:00,2021-09-08
6438,40,6,2021-09-09 2:39,2021-09-09 2:50,0000-00-00 00:00:00,2021-09-08
6439,50,6,2021-09-09 2:47,2021-09-09 2:51,0000-00-00 00:00:00,2021-09-08
6440,90,6,2021-09-09 2:48,2021-09-09 2:53,0000-00-00 00:00:00,2021-09-08
6441,40,6,2021-09-09 2:50,2021-09-09 2:55,0000-00-00 00:00:00,2021-09-08
6442,20,6,2021-09-09 2:49,2021-09-09 2:55,0000-00-00 00:00:00,2021-09-08
6443,30,6,2021-09-09 2:48,2021-09-09 2:56,0000-00-00 00:00:00,2021-09-08
6444,50,6,2021-09-09 2:51,2021-09-09 2:56,0000-00-00 00:00:00,2021-09-08
6445,90,6,2021-09-09 2:54,2021-09-09 2:59,0000-00-00 00:00:00,2021-09-08
6446,20,6,2021-09-09 2:55,2021-09-09 3:00,0000-00-00 00:00:00,2021-09-08
6447,40,6,2021-09-09 2:55,2021-09-09 3:00,0000-00-00 00:00:00,2021-09-08
6448,50,6,2021-09-09 2:56,2021-09-09 3:01,0000-00-00 00:00:00,2021-09-08
6449,30,6,2021-09-09 2:56,2021-09-09 3:02,0000-00-00 00:00:00,2021-09-08
6450,20,6,2021-09-09 3:00,2021-09-09 3:04,0000-00-00 00:00:00,2021-09-08
6451,90,6,2021-09-09 2:59,2021-09-09 3:04,0000-00-00 00:00:00,2021-09-08
6452,50,6,2021-09-09 3:01,2021-09-09 3:06,0000-00-00 00:00:00,2021-09-08
6453,30,6,2021-09-09 3:02,2021-09-09 3:06,0000-00-00 00:00:00,2021-09-08
6454,20,6,2021-09-09 3:04,2021-09-09 3:08,0000-00-00 00:00:00,2021-09-08
6455,90,6,2021-09-09 3:04,2021-09-09 3:09,0000-00-00 00:00:00,2021-09-08
6456,40,6,2021-09-09 3:00,2021-09-09 3:11,0000-00-00 00:00:00,2021-09-08
6457,30,6,2021-09-09 3:06,2021-09-09 3:11,0000-00-00 00:00:00,2021-09-08
6458,50,6,2021-09-09 3:06,2021-09-09 3:11,0000-00-00 00:00:00,2021-09-08
6459,90,6,2021-09-09 3:09,2021-09-09 3:15,0000-00-00 00:00:00,2021-09-08
6460,40,6,2021-09-09 3:11,2021-09-09 3:16,0000-00-00 00:00:00,2021-09-08
6461,50,6,2021-09-09 3:12,2021-09-09 3:17,0000-00-00 00:00:00,2021-09-08
6462,20,6,2021-09-09 3:08,2021-09-09 3:18,0000-00-00 00:00:00,2021-09-08
6463,90,6,2021-09-09 3:15,2021-09-09 3:20,0000-00-00 00:00:00,2021-09-08
6464,40,6,2021-09-09 3:16,2021-09-09 3:21,0000-00-00 00:00:00,2021-09-08
6465,50,6,2021-09-09 3:17,2021-09-09 3:22,0000-00-00 00:00:00,2021-09-08
6466,20,6,2021-09-09 3:18,2021-09-09 3:23,0000-00-00 00:00:00,2021-09-08
6467,90,6,2021-09-09 3:20,2021-09-09 3:25,0000-00-00 00:00:00,2021-09-08
6468,40,6,2021-09-09 3:21,2021-09-09 3:26,0000-00-00 00:00:00,2021-09-08
6469,50,6,2021-09-09 3:22,2021-09-09 3:27,0000-00-00 00:00:00,2021-09-08
6470,90,6,2021-09-09 3:25,2021-09-09 3:31,0000-00-00 00:00:00,2021-09-08
6471,90,6,2021-09-09 3:31,2021-09-09 3:36,0000-00-00 00:00:00,2021-09-08
6472,90,6,2021-09-09 3:36,2021-09-09 3:41,0000-00-00 00:00:00,2021-09-08
6473,30,6,2021-09-09 3:15,2021-09-09 3:46,0000-00-00 00:00:00,2021-09-08
6474,90,6,2021-09-09 3:41,2021-09-09 3:47,0000-00-00 00:00:00,2021-09-08
6475,20,6,2021-09-09 3:23,2021-09-09 3:47,0000-00-00 00:00:00,2021-09-08
6476,30,6,2021-09-09 3:46,2021-09-09 3:50,0000-00-00 00:00:00,2021-09-08
6477,90,6,2021-09-09 3:47,2021-09-09 3:52,0000-00-00 00:00:00,2021-09-08
6478,20,6,2021-09-09 3:47,2021-09-09 3:53,0000-00-00 00:00:00,2021-09-08
6479,40,6,2021-09-09 3:26,2021-09-09 3:55,0000-00-00 00:00:00,2021-09-08
6480,30,6,2021-09-09 3:50,2021-09-09 3:55,0000-00-00 00:00:00,2021-09-08
6481,50,6,2021-09-09 3:27,2021-09-09 3:56,0000-00-00 00:00:00,2021-09-08
6482,90,6,2021-09-09 3:52,2021-09-09 3:57,0000-00-00 00:00:00,2021-09-08
6483,20,6,2021-09-09 3:53,2021-09-09 3:57,0000-00-00 00:00:00,2021-09-08
6484,30,6,2021-09-09 3:55,2021-09-09 3:59,0000-00-00 00:00:00,2021-09-08
6485,50,6,2021-09-09 3:56,2021-09-09 4:01,0000-00-00 00:00:00,2021-09-08
6486,20,6,2021-09-09 3:57,2021-09-09 4:02,0000-00-00 00:00:00,2021-09-08
6487,30,6,2021-09-09 3:59,2021-09-09 4:02,0000-00-00 00:00:00,2021-09-08
6488,90,6,2021-09-09 3:57,2021-09-09 4:02,0000-00-00 00:00:00,2021-09-08
6489,90,6,2021-09-09 4:02,2021-09-09 4:08,0000-00-00 00:00:00,2021-09-08
6490,90,6,2021-09-09 4:08,2021-09-09 4:13,0000-00-00 00:00:00,2021-09-08
6491,90,6,2021-09-09 4:13,2021-09-09 4:18,0000-00-00 00:00:00,2021-09-08
6492,20,6,2021-09-09 4:02,2021-09-09 4:18,0000-00-00 00:00:00,2021-09-08
6493,30,6,2021-09-09 4:02,2021-09-09 4:20,0000-00-00 00:00:00,2021-09-08
6494,40,6,2021-09-09 3:55,2021-09-09 4:21,0000-00-00 00:00:00,2021-09-08
6495,50,6,2021-09-09 4:01,2021-09-09 4:22,0000-00-00 00:00:00,2021-09-08
6496,20,6,2021-09-09 4:18,2021-09-09 4:23,0000-00-00 00:00:00,2021-09-08
6497,90,6,2021-09-09 4:18,2021-09-09 4:24,0000-00-00 00:00:00,2021-09-08
6498,30,6,2021-09-09 4:20,2021-09-09 4:24,0000-00-00 00:00:00,2021-09-08
6499,40,6,2021-09-09 4:21,2021-09-09 4:27,0000-00-00 00:00:00,2021-09-08
6500,90,6,2021-09-09 4:24,2021-09-09 4:29,0000-00-00 00:00:00,2021-09-08
6501,50,6,2021-09-09 4:24,2021-09-09 4:29,0000-00-00 00:00:00,2021-09-08
6502,30,6,2021-09-09 4:24,2021-09-09 4:31,0000-00-00 00:00:00,2021-09-08
6503,20,6,2021-09-09 4:23,2021-09-09 4:33,0000-00-00 00:00:00,2021-09-08
6504,90,6,2021-09-09 4:29,2021-09-09 4:34,0000-00-00 00:00:00,2021-09-08
6505,40,6,2021-09-09 4:30,2021-09-09 4:36,0000-00-00 00:00:00,2021-09-08
6506,50,6,2021-09-09 4:29,2021-09-09 4:36,0000-00-00 00:00:00,2021-09-08
6507,20,6,2021-09-09 4:33,2021-09-09 4:37,0000-00-00 00:00:00,2021-09-08
6508,30,6,2021-09-09 4:31,2021-09-09 4:38,0000-00-00 00:00:00,2021-09-08
6509,90,6,2021-09-09 4:34,2021-09-09 4:40,0000-00-00 00:00:00,2021-09-08
6510,40,6,2021-09-09 4:36,2021-09-09 4:41,0000-00-00 00:00:00,2021-09-08
6511,50,6,2021-09-09 4:37,2021-09-09 4:42,0000-00-00 00:00:00,2021-09-08
6512,20,6,2021-09-09 4:37,2021-09-09 4:42,0000-00-00 00:00:00,2021-09-08
6513,30,6,2021-09-09 4:38,2021-09-09 4:43,0000-00-00 00:00:00,2021-09-08
6514,90,6,2021-09-09 4:40,2021-09-09 4:45,0000-00-00 00:00:00,2021-09-08
6515,40,6,2021-09-09 4:41,2021-09-09 4:46,0000-00-00 00:00:00,2021-09-08
6516,50,6,2021-09-09 4:42,2021-09-09 4:47,0000-00-00 00:00:00,2021-09-08
6517,40,6,2021-09-09 4:46,2021-09-09 4:51,0000-00-00 00:00:00,2021-09-08
6518,50,6,2021-09-09 4:47,2021-09-09 4:52,0000-00-00 00:00:00,2021-09-08
6519,30,6,2021-09-09 4:48,2021-09-09 4:53,0000-00-00 00:00:00,2021-09-08
6520,20,6,2021-09-09 4:42,2021-09-09 4:55,0000-00-00 00:00:00,2021-09-08
6521,40,6,2021-09-09 4:51,2021-09-09 4:56,0000-00-00 00:00:00,2021-09-08
6522,30,6,2021-09-09 4:53,2021-09-09 4:56,0000-00-00 00:00:00,2021-09-08
6523,50,6,2021-09-09 4:52,2021-09-09 4:57,0000-00-00 00:00:00,2021-09-08
6524,20,6,2021-09-09 4:55,2021-09-09 5:00,0000-00-00 00:00:00,2021-09-08
6525,30,6,2021-09-09 4:56,2021-09-09 5:00,0000-00-00 00:00:00,2021-09-08
6526,90,6,2021-09-09 4:56,2021-09-09 5:01,0000-00-00 00:00:00,2021-09-08
6527,40,6,2021-09-09 4:56,2021-09-09 5:01,0000-00-00 00:00:00,2021-09-08
6528,50,6,2021-09-09 4:57,2021-09-09 5:02,0000-00-00 00:00:00,2021-09-08
6529,20,6,2021-09-09 5:00,2021-09-09 5:04,0000-00-00 00:00:00,2021-09-08
6530,30,6,2021-09-09 5:00,2021-09-09 5:04,0000-00-00 00:00:00,2021-09-08
6531,90,6,2021-09-09 5:01,2021-09-09 5:07,0000-00-00 00:00:00,2021-09-08
6532,40,6,2021-09-09 5:01,2021-09-09 5:07,0000-00-00 00:00:00,2021-09-08
6533,50,6,2021-09-09 5:02,2021-09-09 5:08,0000-00-00 00:00:00,2021-09-08
6534,20,6,2021-09-09 5:04,2021-09-09 5:11,0000-00-00 00:00:00,2021-09-08
6535,90,6,2021-09-09 5:07,2021-09-09 5:12,0000-00-00 00:00:00,2021-09-08
6536,30,6,2021-09-09 5:04,2021-09-09 5:13,0000-00-00 00:00:00,2021-09-08
6537,40,6,2021-09-09 5:07,2021-09-09 5:14,0000-00-00 00:00:00,2021-09-08
6538,30,6,2021-09-09 5:13,2021-09-09 5:17,0000-00-00 00:00:00,2021-09-08
6539,90,6,2021-09-09 5:12,2021-09-09 5:17,0000-00-00 00:00:00,2021-09-08
6540,50,6,2021-09-09 5:08,2021-09-09 5:18,0000-00-00 00:00:00,2021-09-08
6541,20,6,2021-09-09 5:11,2021-09-09 5:19,0000-00-00 00:00:00,2021-09-08
6542,40,6,2021-09-09 5:14,2021-09-09 5:22,0000-00-00 00:00:00,2021-09-08
6543,50,6,2021-09-09 5:18,2021-09-09 5:24,0000-00-00 00:00:00,2021-09-08
6544,20,6,2021-09-09 5:19,2021-09-09 5:24,0000-00-00 00:00:00,2021-09-08
6545,30,6,2021-09-09 5:17,2021-09-09 5:26,0000-00-00 00:00:00,2021-09-08
6546,40,6,2021-09-09 5:22,2021-09-09 5:27,0000-00-00 00:00:00,2021-09-08
6547,50,6,2021-09-09 5:24,2021-09-09 5:28,0000-00-00 00:00:00,2021-09-08
6548,20,6,2021-09-09 5:24,2021-09-09 5:29,0000-00-00 00:00:00,2021-09-08
6549,30,6,2021-09-09 5:26,2021-09-09 5:30,0000-00-00 00:00:00,2021-09-08
6550,40,6,2021-09-09 5:27,2021-09-09 5:32,0000-00-00 00:00:00,2021-09-08
6551,50,6,2021-09-09 5:28,2021-09-09 5:33,0000-00-00 00:00:00,2021-09-08
6552,20,6,2021-09-09 5:29,2021-09-09 5:33,0000-00-00 00:00:00,2021-09-08
6553,30,6,2021-09-09 5:30,2021-09-09 5:35,0000-00-00 00:00:00,2021-09-08
6554,40,6,2021-09-09 5:32,2021-09-09 5:38,0000-00-00 00:00:00,2021-09-08
6555,50,6,2021-09-09 5:33,2021-09-09 5:38,0000-00-00 00:00:00,2021-09-08
